event_id,deficiency_domain,deficiency_subtype,subtype_redacted,application_type,product_name,sponsor,office,regulatory_pathway,crl_date,year,disclosure_status__publicly_rele,application_number,data_limitation
CRL_310,CMC,Facility,0,NDA,Acetaminophen Injection,InnoPharma Licensing LLC,Drug Evaluation 2,505(b)(2),11/9/2018,2018,Y,206968,0
CRL_311,Patent Certifications,Patent,0,NDA,Acetaminophen Injection,InnoPharma Licensing LLC,Drug Evaluation 2,505(b)(2),11/15/2016,2016,Y,206968,0
CRL_311,CMC,Facility,0,NDA,Acetaminophen Injection,InnoPharma Licensing LLC,Drug Evaluation 2,505(b)(2),11/15/2016,2016,Y,206968,0
CRL_311,Nonclinical,Toxicology,0,NDA,Acetaminophen Injection,InnoPharma Licensing LLC,Drug Evaluation 2,505(b)(2),11/15/2016,2016,Y,206968,0
CRL_312,CMC,Facility,0,NDA,Acetaminophen Injection,InnoPharma Licensing LLC,Drug Evaluation 2,505(b)(2),2/27/2015,2015,Y,206968,0
CRL_312,CMC,Stability,0,NDA,Acetaminophen Injection,InnoPharma Licensing LLC,Drug Evaluation 2,505(b)(2),2/27/2015,2015,Y,206968,0
CRL_312,Nonclinical,Toxicology,0,NDA,Acetaminophen Injection,InnoPharma Licensing LLC,Drug Evaluation 2,505(b)(2),2/27/2015,2015,Y,206968,0
CRL_313,Clinical,Study Design,0,NDA,diclofenac epolamine topical system 1.3%,Institut Biochimique SA (IBSA),Drug Evaluation 2,505(b)(2),3/24/2017,2017,Y,206976,0
CRL_313,Nonclinical,Insufficient Nonclinical Support,0,NDA,diclofenac epolamine topical system 1.3%,Institut Biochimique SA (IBSA),Drug Evaluation 2,505(b)(2),3/24/2017,2017,Y,206976,0
CRL_313,CMC,Redacted,1,NDA,diclofenac epolamine topical system 1.3%,Institut Biochimique SA (IBSA),Drug Evaluation 2,505(b)(2),3/24/2017,2017,Y,206976,0
CRL_313,CMC,Biopharmaceutics,0,NDA,diclofenac epolamine topical system 1.3%,Institut Biochimique SA (IBSA),Drug Evaluation 2,505(b)(2),3/24/2017,2017,Y,206976,0
CRL_313,CMC,Manufacturing Controls,0,NDA,diclofenac epolamine topical system 1.3%,Institut Biochimique SA (IBSA),Drug Evaluation 2,505(b)(2),3/24/2017,2017,Y,206976,0
CRL_314,Patent Certifications,Patent,0,NDA,ZTlido (lidocaine patch 1.8%),"Scilex Pharmaceuticals, Inc.",Drug Evaluation 2,505(b)(2),5/10/2016,2016,Y,207962,0
CRL_314,Regulatory,Administrative/Filing,0,NDA,ZTlido (lidocaine patch 1.8%),"Scilex Pharmaceuticals, Inc.",Drug Evaluation 2,505(b)(2),5/10/2016,2016,Y,207962,0
CRL_314,Clinical,Pharmacology,0,NDA,ZTlido (lidocaine patch 1.8%),"Scilex Pharmaceuticals, Inc.",Drug Evaluation 2,505(b)(2),5/10/2016,2016,Y,207962,0
CRL_314,Nonclinical,Toxicology,0,NDA,ZTlido (lidocaine patch 1.8%),"Scilex Pharmaceuticals, Inc.",Drug Evaluation 2,505(b)(2),5/10/2016,2016,Y,207962,0
CRL_314,Nonclinical,Insufficient Nonclinical Support,0,NDA,ZTlido (lidocaine patch 1.8%),"Scilex Pharmaceuticals, Inc.",Drug Evaluation 2,505(b)(2),5/10/2016,2016,Y,207962,0
CRL_314,CMC,Biopharmaceutics,0,NDA,ZTlido (lidocaine patch 1.8%),"Scilex Pharmaceuticals, Inc.",Drug Evaluation 2,505(b)(2),5/10/2016,2016,Y,207962,0
CRL_314,Clinical,Study Design,0,NDA,ZTlido (lidocaine patch 1.8%),"Scilex Pharmaceuticals, Inc.",Drug Evaluation 2,505(b)(2),5/10/2016,2016,Y,207962,0
CRL_314,CMC,Facility,0,NDA,ZTlido (lidocaine patch 1.8%),"Scilex Pharmaceuticals, Inc.",Drug Evaluation 2,505(b)(2),5/10/2016,2016,Y,207962,0
CRL_315,Regulatory,Labeling,0,NDA,"Ablysinol (dehydrated alcohol injection, USP)","Belcher Pharmaceuticals, LLC.",Drug Evaluation 1,505(b)(2),12/9/2015,2015,Y,207987,0
CRL_315,CMC,Specifications,0,NDA,"Ablysinol (dehydrated alcohol injection, USP)","Belcher Pharmaceuticals, LLC.",Drug Evaluation 1,505(b)(2),12/9/2015,2015,Y,207987,0
CRL_315,CMC,Stability,0,NDA,"Ablysinol (dehydrated alcohol injection, USP)","Belcher Pharmaceuticals, LLC.",Drug Evaluation 1,505(b)(2),12/9/2015,2015,Y,207987,0
CRL_315,CMC,Microbiology,0,NDA,"Ablysinol (dehydrated alcohol injection, USP)","Belcher Pharmaceuticals, LLC.",Drug Evaluation 1,505(b)(2),12/9/2015,2015,Y,207987,0
CRL_315,Clinical,Safety,0,NDA,"Ablysinol (dehydrated alcohol injection, USP)","Belcher Pharmaceuticals, LLC.",Drug Evaluation 1,505(b)(2),12/9/2015,2015,Y,207987,0
CRL_315,CMC,Facility,0,NDA,"Ablysinol (dehydrated alcohol injection, USP)","Belcher Pharmaceuticals, LLC.",Drug Evaluation 1,505(b)(2),12/9/2015,2015,Y,207987,0
CRL_316,CMC,Facility,0,NDA,Buprenorphine and naloxone sublingual film,Teva Pharmaceuticals USA,Drug Evaluation 2,505(b)(2),9/30/2016,2016,Y,208042,0
CRL_317,CMC,Stability,0,NDA,Ozobax (baclofen) oral solution,"Metacel Pharmaceuticals, LLC",Drug Evaluation 1,505(b)(2),6/25/2018,2018,Y,208193,0
CRL_317,Nonclinical,Redacted,1,NDA,Ozobax (baclofen) oral solution,"Metacel Pharmaceuticals, LLC",Drug Evaluation 1,505(b)(2),6/25/2018,2018,Y,208193,0
CRL_318,Regulatory,Labeling,0,NDA,Ozobax (baclofen) oral solution,"Metacel Pharmaceuticals, LLC",Drug Evaluation 1,505(b)(2),1/11/2017,2017,Y,208193,0
CRL_318,CMC,Manufacturing Controls,0,NDA,Ozobax (baclofen) oral solution,"Metacel Pharmaceuticals, LLC",Drug Evaluation 1,505(b)(2),1/11/2017,2017,Y,208193,0
CRL_318,CMC,Stability,0,NDA,Ozobax (baclofen) oral solution,"Metacel Pharmaceuticals, LLC",Drug Evaluation 1,505(b)(2),1/11/2017,2017,Y,208193,0
CRL_318,Regulatory,PREA,0,NDA,Ozobax (baclofen) oral solution,"Metacel Pharmaceuticals, LLC",Drug Evaluation 1,505(b)(2),1/11/2017,2017,Y,208193,0
CRL_318,CMC,Specifications,0,NDA,Ozobax (baclofen) oral solution,"Metacel Pharmaceuticals, LLC",Drug Evaluation 1,505(b)(2),1/11/2017,2017,Y,208193,0
CRL_319,CMC,Facility,0,NDA,Mycapssa (octreotide) capsules,Camargo Pharmaceutical Services,Drug Evaluation 2,505(b)(2),4/15/2016,2016,Y,208232,0
CRL_319,Clinical,Efficacy,0,NDA,Mycapssa (octreotide) capsules,Camargo Pharmaceutical Services,Drug Evaluation 2,505(b)(2),4/15/2016,2016,Y,208232,0
CRL_320,Clinical,Human Factors,0,NDA,Implantable System for Remodulin (treprostinil) solution for injection,United Therapeutics Corporation,Drug Evaluation 1,505(b),6/2/2017,2017,Y,208276,0
CRL_321,CMC,Microbiology,0,NDA,Implantable System for Remodulin (treprostinil) solution for injection,United Therapeutics Corporation,Drug Evaluation 1,505(b),10/8/2016,2016,Y,208276,0
CRL_321,Regulatory,Redacted,1,NDA,Implantable System for Remodulin (treprostinil) solution for injection,United Therapeutics Corporation,Drug Evaluation 1,505(b),10/8/2016,2016,Y,208276,0
CRL_322,Nonclinical,Impurity Qualification,0,NDA,SoluPrep (2% chlorhexidine fluconate and 70% isopropyl alcohol) solution,3M Health Care (infection prevention division),Drug Evaluation 4,505(b)(2),9/1/2017,2017,Y,208288,0
CRL_322,CMC,Specifications,0,NDA,SoluPrep (2% chlorhexidine fluconate and 70% isopropyl alcohol) solution,3M Health Care (infection prevention division),Drug Evaluation 4,505(b)(2),9/1/2017,2017,Y,208288,0
CRL_323,Regulatory,Administrative/Filing,0,NDA,SoluPrep (2% chlorhexidine fluconate and 70% isopropyl alcohol) solution,3M Health Care (infection prevention division),Drug Evaluation 4,505(b)(2),5/6/2016,2016,Y,208288,0
CRL_323,Clinical,Efficacy,0,NDA,SoluPrep (2% chlorhexidine fluconate and 70% isopropyl alcohol) solution,3M Health Care (infection prevention division),Drug Evaluation 4,505(b)(2),5/6/2016,2016,Y,208288,0
CRL_323,Clinical,Pharmacology,0,NDA,SoluPrep (2% chlorhexidine fluconate and 70% isopropyl alcohol) solution,3M Health Care (infection prevention division),Drug Evaluation 4,505(b)(2),5/6/2016,2016,Y,208288,0
CRL_323,Nonclinical,Impurity Qualification,0,NDA,SoluPrep (2% chlorhexidine fluconate and 70% isopropyl alcohol) solution,3M Health Care (infection prevention division),Drug Evaluation 4,505(b)(2),5/6/2016,2016,Y,208288,0
CRL_323,CMC,Microbiology,0,NDA,SoluPrep (2% chlorhexidine fluconate and 70% isopropyl alcohol) solution,3M Health Care (infection prevention division),Drug Evaluation 4,505(b)(2),5/6/2016,2016,Y,208288,0
CRL_323,CMC,Stability,0,NDA,SoluPrep (2% chlorhexidine fluconate and 70% isopropyl alcohol) solution,3M Health Care (infection prevention division),Drug Evaluation 4,505(b)(2),5/6/2016,2016,Y,208288,0
CRL_324,CMC,Facility,0,NDA,INFUGEM (gemcitabine injection),Sun Pharmaceutical Industries Limited,Hematology & Oncology Products,505(b)(2),5/23/2017,2017,Y,208313,0
CRL_324,Regulatory,Labeling,0,NDA,INFUGEM (gemcitabine injection),Sun Pharmaceutical Industries Limited,Hematology & Oncology Products,505(b)(2),5/23/2017,2017,Y,208313,0
CRL_325,CMC,Facility,0,NDA,Gemcitabine Hydrochloride Injection,Sun Pharmaceutical Industries Limited,Hematology & Oncology Products,505(b)(2),11/24/2015,2015,Y,208313,0
CRL_325,CMC,Manufacturing Controls,0,NDA,Gemcitabine Hydrochloride Injection,Sun Pharmaceutical Industries Limited,Hematology & Oncology Products,505(b)(2),11/24/2015,2015,Y,208313,0
CRL_325,Clinical,Human Factors,0,NDA,Gemcitabine Hydrochloride Injection,Sun Pharmaceutical Industries Limited,Hematology & Oncology Products,505(b)(2),11/24/2015,2015,Y,208313,0
CRL_326,CMC,Stability,0,NDA,"Amphora (lactic acid 1.7%, citric acid 1%, and potassium bitartrate 0.4%) vaginal gel.","Evofem, Inc.",Drug Evaluation 3,505(b)(2),4/28/2016,2016,Y,208352,0
CRL_326,CMC,Facility,0,NDA,"Amphora (lactic acid 1.7%, citric acid 1%, and potassium bitartrate 0.4%) vaginal gel.","Evofem, Inc.",Drug Evaluation 3,505(b)(2),4/28/2016,2016,Y,208352,0
CRL_326,Clinical,Efficacy,0,NDA,"Amphora (lactic acid 1.7%, citric acid 1%, and potassium bitartrate 0.4%) vaginal gel.","Evofem, Inc.",Drug Evaluation 3,505(b)(2),4/28/2016,2016,Y,208352,0
CRL_326,CMC,Specifications,0,NDA,"Amphora (lactic acid 1.7%, citric acid 1%, and potassium bitartrate 0.4%) vaginal gel.","Evofem, Inc.",Drug Evaluation 3,505(b)(2),4/28/2016,2016,Y,208352,0
CRL_326,Nonclinical,Toxicology,0,NDA,"Amphora (lactic acid 1.7%, citric acid 1%, and potassium bitartrate 0.4%) vaginal gel.","Evofem, Inc.",Drug Evaluation 3,505(b)(2),4/28/2016,2016,Y,208352,0
CRL_326,CMC,Manufacturing Controls,0,NDA,"Amphora (lactic acid 1.7%, citric acid 1%, and potassium bitartrate 0.4%) vaginal gel.","Evofem, Inc.",Drug Evaluation 3,505(b)(2),4/28/2016,2016,Y,208352,0
CRL_327,CMC,Microbiology,0,NDA,Pemetrexed Injection,Actavis LLC (subsidiary of Teva),Hematology & Oncology Products,505(b)(2),6/26/2018,2018,Y,208419,0
CRL_327,CMC,Specifications,0,NDA,Pemetrexed Injection,Actavis LLC (subsidiary of Teva),Hematology & Oncology Products,505(b)(2),6/26/2018,2018,Y,208419,0
CRL_327,CMC,Stability,0,NDA,Pemetrexed Injection,Actavis LLC (subsidiary of Teva),Hematology & Oncology Products,505(b)(2),6/26/2018,2018,Y,208419,0
CRL_328,CMC,Facility,0,NDA,Pemetrexed Injection,Actavis LLC,Hematology & Oncology Products,505(b)(2),9/26/2017,2017,Y,208419,0
CRL_328,CMC,Microbiology,0,NDA,Pemetrexed Injection,Actavis LLC,Hematology & Oncology Products,505(b)(2),9/26/2017,2017,Y,208419,0
CRL_329,Clinical,Safety,0,NDA,Estradiol vaginal insert,"TherapeuticsMD, Inc",Drug Evaluation 3,505(b)(2),5/5/2017,2017,Y,208564,0
CRL_330,CMC,Facility,0,NDA,Romidepsin Injection Solution,Teva Pharmaceuticals USA Inc,Hematology & Oncology Products,505(b)(2),11/4/2019,2019,Y,208574,0
CRL_331,CMC,Facility,0,NDA,Rosuvastatin capsules,"Salamandra, LLC (Sun Pharma)",Drug Evaluation 2,505(b)(2),6/22/2016,2016,Y,208647,0
CRL_332,CMC,Facility,0,NDA,Dextenza (dexamethasone ophthalmic insert) for intracanalicular use,"Ocular Therapeutix, Inc.",Antimicrobial Products,505(b)(2),7/10/2017,2017,Y,208742,0
CRL_333,CMC,Facility,0,NDA,Dextenza (dexamethasone ophthalmic insert) for intracanalicular use,"Ocular Therapeutix, Inc.",Antimicrobial Products,505(b)(2),7/21/2016,2016,Y,208742,0
CRL_334,Clinical,Human Factors,0,NDA,Naloxone Nasal Spray,"Amphastar Pharmaceuticals, Inc.",Drug Evaluation 2,505(b)(2),2/17/2017,2017,Y,208969,0
CRL_334,Clinical,Safety,0,NDA,Naloxone Nasal Spray,"Amphastar Pharmaceuticals, Inc.",Drug Evaluation 2,505(b)(2),2/17/2017,2017,Y,208969,0
CRL_334,CMC,Facility,0,NDA,Naloxone Nasal Spray,"Amphastar Pharmaceuticals, Inc.",Drug Evaluation 2,505(b)(2),2/17/2017,2017,Y,208969,0
CRL_335,Clinical,Safety,0,NDA,DSUVIA (sufentanil sublingual tablet),"AcelRx Pharmceuticals, Inc.",Drug Evaluation 2,505(b)(2),10/11/2017,2017,Y,209128,0
CRL_335,Clinical,Human Factors,0,NDA,DSUVIA (sufentanil sublingual tablet),"AcelRx Pharmceuticals, Inc.",Drug Evaluation 2,505(b)(2),10/11/2017,2017,Y,209128,0
CRL_336,CMC,Specifications,0,NDA,bortezomib for injection,"Hospira, Inc.",Hematology & Oncology Products,505(b)(2),2/22/2018,2018,Y,209191,0
CRL_337,CMC,Facility,0,NDA,bortezomib for injection,"Hospira, Inc.",Hematology & Oncology Products,505(b)(2),11/3/2017,2017,Y,209191,0
CRL_338,Clinical,Safety,0,NDA,Jornay PM (methylphenidate HCl) Modified release capsule,"Ironshore pharmaceuticals & Development, Inc.",Drug Evaluation 1,505(b)(2),7/28/2017,2017,Y,209311,0
CRL_339,Clinical,Efficacy,0,NDA,Tenapor Hydrochloride,"Ardelyx, Inc.","Cardiology, Hematology, Endocrinology, and Nephrology",505(b),7/28/2021,2021,Y,213931,0
CRL_340,Clinical,Safety,0,NDA,Testosterone Undecanoate,"Marius Pharmaceuticals, LLC","Rare Diseases, Pediatrics, Urologic and Reproductive Medicine",505(b)(2),10/22/2021,2021,Y,213953,0
CRL_341,Regulatory,Labeling,0,NDA,Sulopenem Etzadroxil and Probenecid Tablets,"Iterum Therapeutics US,Ltd",Infectious Diseases,505(b)(2),7/23/2021,2021,Y,213972,0
CRL_341,Clinical,Efficacy,0,NDA,Sulopenem Etzadroxil and Probenecid Tablets,"Iterum Therapeutics US,Ltd",Infectious Diseases,505(b)(2),7/23/2021,2021,Y,213972,0
CRL_342,Clinical,Efficacy,0,NDA,Eohilia (budesonide oral suspension),"Takeda Pharmaceuticals USA, Inc.",Immunology and Inflammation,505(b)(2),12/17/2021,2021,Y,213976,0
CRL_343,CMC,Facility,0,NDA,Inclisiran Injection,Novartis Pharmaceuticals Corp.,"Cardiology, Hematology, Endocrinology, and Nephrology",505(b),12/18/2020,2020,Y,214012,0
CRL_344,CMC,Facility,0,NDA,Zonisade (zonisamide) oral suspension,"Azurity Pharmaceuticals, Inc.",Neuroscience,505(b)(2),5/28/2021,2021,Y,214273,0
CRL_345,CMC,Facility,0,NDA,treprostinil inhalation powder,United Therapeutics Corporation,"Cardiology, Hematology, Endocrinology, and Nephrology",505(b),10/15/2021,2021,Y,214324,0
CRL_346,CMC,Specifications,0,NDA,Xenoview (xenon-129 hyperpolarized) for inhalation,"Polarean, Inc.",Specialty Medicine,505(b)(2),10/5/2021,2021,Y,214375,0
CRL_346,CMC,Manufacturing Controls,0,NDA,Xenoview (xenon-129 hyperpolarized) for inhalation,"Polarean, Inc.",Specialty Medicine,505(b)(2),10/5/2021,2021,Y,214375,0
CRL_346,CMC,Specifications,0,NDA,Xenoview (xenon-129 hyperpolarized) for inhalation,"Polarean, Inc.",Specialty Medicine,505(b)(2),10/5/2021,2021,Y,214375,0
CRL_346,CMC,Manufacturing Controls,0,NDA,Xenoview (xenon-129 hyperpolarized) for inhalation,"Polarean, Inc.",Specialty Medicine,505(b)(2),10/5/2021,2021,Y,214375,0
CRL_346,CMC,Manufacturing Controls,0,NDA,Xenoview (xenon-129 hyperpolarized) for inhalation,"Polarean, Inc.",Specialty Medicine,505(b)(2),10/5/2021,2021,Y,214375,0
CRL_346,CMC,Manufacturing Controls,0,NDA,Xenoview (xenon-129 hyperpolarized) for inhalation,"Polarean, Inc.",Specialty Medicine,505(b)(2),10/5/2021,2021,Y,214375,0
CRL_347,Clinical,Safety,0,NDA,XOFLUZA (balosavir marboxil) for oral suspension,"Genentech, Inc.",Infectious Diseases,505(b),11/23/2020,2020,Y,214410,0
CRL_348,Regulatory,Labeling,0,NDA,Fexinidazole tablets,Sanofi-Aventis US LLC,Infectious Diseases,505(b),11/12/2020,2020,Y,214429,0
CRL_349,CMC,Facility,0,NDA,NORLIQVA (amlodipine),CMP Development LLC,"Cardiology, Hematology, Endocrinology, and Nephrology",505(b)(2),4/22/2021,2021,Y,214439,0
CRL_350,CMC,Facility,0,NDA,Taurolidine and heparin catheter lock solution,CorMedix Inc.,Infectious Diseases,505(b),8/4/2022,2022,Y,214520,0
CRL_351,CMC,Facility,0,NDA,Defencath (taurolidine and heparin) Catheter Lock Solution,CorMedix Inc.,Infectious Diseases,505(b),2/26/2021,2021,Y,214520,0
CRL_351,CMC,Manufacturing Controls,0,NDA,Defencath (taurolidine and heparin) Catheter Lock Solution,CorMedix Inc.,Infectious Diseases,505(b),2/26/2021,2021,Y,214520,0
CRL_352,CMC,Facility,0,NDA,TADLIQ (Tadalafil) oral suspension,CMP Development LLC,"Cardiology, Hematology, Endocrinology, and Nephrology",505(b)(2),2/23/2021,2021,Y,214522,0
CRL_353,CMC,Biopharmaceutics,0,NDA,Hydroxychoroquine sulfate tablets,Novitium Pharma LLC,Immunology and Inflammation,505(b)(2),2/12/2021,2021,Y,214581,0
CRL_354,CMC,Facility,0,NDA,Norepinephrine bitartrate in Sodium Chloride Injection,"Nevakar, Inc.","Cardiology, Hematology, Endocrinology, and Nephrology",505(b)(2),6/14/2021,2021,Y,214628,0
CRL_354,CMC,Redacted,1,NDA,Norepinephrine bitartrate in Sodium Chloride Injection,"Nevakar, Inc.","Cardiology, Hematology, Endocrinology, and Nephrology",505(b)(2),6/14/2021,2021,Y,214628,0
CRL_355,Clinical,Efficacy,0,NDA,"Neffy (ARS-1, epinephrine nasal spray)",ARS Pharmaceuticals Inc,Immunology and Inflammation,505(b)(2),9/19/2023,2023,Y,214697,0
CRL_355,CMC,Specifications,0,NDA,"Neffy (ARS-1, epinephrine nasal spray)",ARS Pharmaceuticals Inc,Immunology and Inflammation,505(b)(2),9/19/2023,2023,Y,214697,0
CRL_356,Clinical,Efficacy,0,NDA,Grafapex (treosulfan) for injection,medac Gesellschaft fur klinische Spezialpraparate mbH,Oncologic Diseases,505(b),7/30/2021,2021,Y,214759,0
CRL_356,Statistics,SAP Deficiencies,0,NDA,Grafapex (treosulfan) for injection,medac Gesellschaft fur klinische Spezialpraparate mbH,Oncologic Diseases,505(b),7/30/2021,2021,Y,214759,0
CRL_357,CMC,Facility,0,NDA,sodium pheynbutyrate,"Acer Therapeutics, Inc.","Rare Diseases, Pediatrics, Urologic and Reproductive Medicine",505(b)(2),6/15/2022,2022,Y,214860,0
CRL_358,Clinical,Efficacy,0,NDA,arimoclomol capsules,Orphazyme A/S,"Rare Diseases, Pediatrics, Urologic and Reproductive Medicine",505(b),6/17/2021,2021,Y,214927,0
CRL_359,CMC,Facility,0,NDA,sildenafil oral suspension,CMP Development LLC,"Cardiology, Hematology, Endocrinology, and Nephrology",505(b)(2),4/28/2022,2022,Y,214952,0
CRL_360,CMC,Facility,0,NDA,sildenafil oral suspension,CMP Development LLC,"Cardiology, Hematology, Endocrinology, and Nephrology",505(b)(2),8/5/2021,2021,Y,214952,0
CRL_361,CMC,Redacted,1,NDA,Carmustine for injection,"Accord Healthcare, Inc.",Oncologic Diseases,505(b)(2),4/30/2021,2021,Y,215000,0
CRL_361,CMC,Stability,0,NDA,Carmustine for injection,"Accord Healthcare, Inc.",Oncologic Diseases,505(b)(2),4/30/2021,2021,Y,215000,0
CRL_361,CMC,Specifications,0,NDA,Carmustine for injection,"Accord Healthcare, Inc.",Oncologic Diseases,505(b)(2),4/30/2021,2021,Y,215000,0
CRL_362,Clinical,Safety,0,NDA,Legubeti (acetylcysteine) for oral Solution,Galephar Pharmaceutical Research Inc.,Immunology and Inflammation,505(b)(2),5/5/2023,2023,Y,215040,0
CRL_362,Clinical,Safety,0,NDA,Legubeti (acetylcysteine) for oral Solution,Galephar Pharmaceutical Research Inc.,Immunology and Inflammation,505(b)(2),5/5/2023,2023,Y,215040,0
CRL_362,Regulatory,Administrative/Filing,0,NDA,Legubeti (acetylcysteine) for oral Solution,Galephar Pharmaceutical Research Inc.,Immunology and Inflammation,505(b)(2),5/5/2023,2023,Y,215040,0
CRL_363,Clinical,Efficacy,0,NDA,Filsuvez (birch triterpenes) gel,Amryt Pharmaceuticals DAC,Immunology and Inflammation,505(b),2/26/2022,2022,Y,215064,0
CRL_364,CMC,Facility,0,NDA,Omlonti (omidenepag isopropyl opthalmic solution),"Santen, Inc.",Specialty Medicine,505(b),11/9/2021,2021,Y,215092,0
CRL_364,Clinical,Safety,0,NDA,Omlonti (omidenepag isopropyl opthalmic solution),"Santen, Inc.",Specialty Medicine,505(b),11/9/2021,2021,Y,215092,0
CRL_365,CMC,Facility,0,NDA,Voquezna (vonoprazan) tablets,"Pharhom Pharmaceuticals, Inc.",Immunology and Inflammation,505(b),2/7/2023,2023,Y,215151,0
CRL_365,CMC,Specifications,0,NDA,Voquezna (vonoprazan) tablets,"Pharhom Pharmaceuticals, Inc.",Immunology and Inflammation,505(b),2/7/2023,2023,Y,215151,0
CRL_365,CMC,Stability,0,NDA,Voquezna (vonoprazan) tablets,"Pharhom Pharmaceuticals, Inc.",Immunology and Inflammation,505(b),2/7/2023,2023,Y,215151,0
CRL_365,CMC,Manufacturing Controls,0,NDA,Voquezna (vonoprazan) tablets,"Pharhom Pharmaceuticals, Inc.",Immunology and Inflammation,505(b),2/7/2023,2023,Y,215151,0
CRL_366,CMC,Stability,0,NDA,Pemetrexed Injection,Shilpa Medicare Limited,Oncologic Diseases,505(b)(2),4/14/2022,2022,Y,215179,0
CRL_366,CMC,Stability,0,NDA,Pemetrexed Injection,Shilpa Medicare Limited,Oncologic Diseases,505(b)(2),4/14/2022,2022,Y,215179,0
CRL_366,CMC,Biopharmaceutics,0,NDA,Pemetrexed Injection,Shilpa Medicare Limited,Oncologic Diseases,505(b)(2),4/14/2022,2022,Y,215179,0
CRL_367,CMC,Facility,0,NDA,Pemetrexed Injection,Shilpa Medicare Limited,Oncologic Diseases,505(b)(2),6/24/2021,2021,Y,215179,0
CRL_367,Regulatory,Administrative/Filing,0,NDA,Pemetrexed Injection,Shilpa Medicare Limited,Oncologic Diseases,505(b)(2),6/24/2021,2021,Y,215179,0
CRL_368,Clinical,Risk-Benefit,0,NDA,Vadadustat tablets,"Akebia Therapeutics, Inc.","Cardiology, Hematology, Endocrinology, and Nephrology",505(b),3/29/2022,2022,Y,215192,0
CRL_369,Nonclinical,Impurity Qualification,0,NDA,Meropenem for Injection,HQ Specialty Pharma Corp.,Infectious Diseases,505(b)(2),9/14/2021,2021,Y,215212,0
CRL_369,CMC,Manufacturing Controls,0,NDA,Meropenem for Injection,HQ Specialty Pharma Corp.,Infectious Diseases,505(b)(2),9/14/2021,2021,Y,215212,0
CRL_370,Clinical,Efficacy,0,NDA,Relacorilant Capsules,Corcept Therapeutics,Not Available,Not Available,1/28/2026,2026,N,219398,1
CRL_370,Clinical,Risk-Benefit,0,NDA,Relacorilant Capsules,Corcept Therapeutics,Not Available,Not Available,1/28/2026,2026,N,219398,1
CRL_371,CMC,Facility,0,NDA,(Carbidopa and Levodopa) Injection,"NeuroDerm, Ltd.",Not Available,Not Available,10/21/2025,2025,N,218317,1
CRL_371,Nonclinical,Redacted,1,NDA,(Carbidopa and Levodopa) Injection,"NeuroDerm, Ltd.",Not Available,Not Available,10/21/2025,2025,N,218317,1
CRL_372,CMC,Manufacturing Controls,0,NDA,"Sesquient (fosphenytoin sodium) injection, 100 mg and 500 mg phenytoin sodium equivalents/ml","Sedor Pharmaceuticals, LLC",Drug Evaluation 1,505(b)(2),3/22/2019,2019,Y,210864,0
CRL_372,Clinical,Safety,0,NDA,"Sesquient (fosphenytoin sodium) injection, 100 mg and 500 mg phenytoin sodium equivalents/ml","Sedor Pharmaceuticals, LLC",Drug Evaluation 1,505(b)(2),3/22/2019,2019,Y,210864,0
CRL_372,CMC,Specifications,0,NDA,"Sesquient (fosphenytoin sodium) injection, 100 mg and 500 mg phenytoin sodium equivalents/ml","Sedor Pharmaceuticals, LLC",Drug Evaluation 1,505(b)(2),3/22/2019,2019,Y,210864,0
CRL_372,CMC,Stability,0,NDA,"Sesquient (fosphenytoin sodium) injection, 100 mg and 500 mg phenytoin sodium equivalents/ml","Sedor Pharmaceuticals, LLC",Drug Evaluation 1,505(b)(2),3/22/2019,2019,Y,210864,0
CRL_373,Patent Certifications,Patent,0,NDA,Acetaminophen Injection,B. Braun Medical,Drug Evaluation 2,505(b)(2),3/27/2019,2019,Y,204957,0
CRL_373,Regulatory,Labeling,0,NDA,Acetaminophen Injection,B. Braun Medical,Drug Evaluation 2,505(b)(2),3/27/2019,2019,Y,204957,0
CRL_373,CMC,Facility,0,NDA,Acetaminophen Injection,B. Braun Medical,Drug Evaluation 2,505(b)(2),3/27/2019,2019,Y,204957,0
CRL_374,CMC,Facility,0,NDA,Acetaminophen Injection,B. Braun Medical,Drug Evaluation 2,505(b)(2),9/28/2017,2017,Y,204957,0
CRL_374,Regulatory,Labeling,0,NDA,Acetaminophen Injection,B. Braun Medical,Drug Evaluation 2,505(b)(2),9/28/2017,2017,Y,204957,0
CRL_375,CMC,Redacted,1,NDA,Rizaport (rizatriptan) oral film,IntelGenx Corp.,Drug Evaluation 1,505(b)(2),3/28/2019,2019,Y,205394,0
CRL_375,CMC,Facility,0,NDA,Rizaport (rizatriptan) oral film,IntelGenx Corp.,Drug Evaluation 1,505(b)(2),3/28/2019,2019,Y,205394,0
CRL_375,Regulatory,Labeling,0,NDA,Rizaport (rizatriptan) oral film,IntelGenx Corp.,Drug Evaluation 1,505(b)(2),3/28/2019,2019,Y,205394,0
CRL_376,CMC,Manufacturing Controls,0,NDA,RizaFilm (rizariptan) oral film,IntelGenx Corp.,Neuroscience,505(b)(2),3/24/2020,2020,Y,205394,0
CRL_376,CMC,Facility,0,NDA,RizaFilm (rizariptan) oral film,IntelGenx Corp.,Neuroscience,505(b)(2),3/24/2020,2020,Y,205394,0
